4.00E+10     2.20E-13     8.20E-07
1.20E+09     2.20E-13     3.00E-04
1.00E+09     4.72E-15     2.00E-03
1.00E+09     1.37E-16     2.50E-02
2.30E+08     2.78E-17     1.24E-01
2.90E+08     1.93E-17     1.67E+01
1.00E+10     6.39E-18     4.96E+02
